tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,averageRating,numVotes
tt0264578,movie,The Endurance,The Endurance: Shackleton's Legendary Antarctic Expedition,0,2000,\N,97,"Documentary,History",7.8,2214
tt0264616,movie,Frailty,Frailty,0,2001,\N,100,"Crime,Drama,Thriller",7.2,92019
tt0264689,movie,Home Room,Home Room,0,2002,\N,133,"Crime,Drama",7.1,3462
tt0264761,movie,Kissing Jessica Stein,Kissing Jessica Stein,0,2001,\N,97,"Comedy,Drama,Romance",6.6,17491
tt0264796,movie,Life as a House,Life as a House,0,2001,\N,125,Drama,7.4,45703
tt0264917,movie,Mondscheintarif,Mondscheintarif,0,2001,\N,93,"Comedy,Romance",6.8,1004
tt0264935,movie,Murder by Numbers,Murder by Numbers,0,2002,\N,115,"Crime,Mystery,Thriller",6.2,62757
tt0265010,movie,Girl Fever,Girl Fever,0,2002,\N,98,"Comedy,Romance",4.9,2673
tt0265018,movie,Ah! My Goddess: The Movie,Aa! Megamisama! The Movie,0,2000,\N,106,"Animation,Comedy,Drama",6.9,1209
tt0265029,movie,America's Sweethearts,America's Sweethearts,0,2001,\N,102,"Comedy,Romance",5.7,60576
tt0265086,movie,Black Hawk Down,Black Hawk Down,0,2001,\N,144,"Action,Drama,History",7.7,425975
tt0265087,movie,Black Knight,Black Knight,0,2001,\N,95,"Adventure,Comedy,Fantasy",4.9,43505
tt0265104,movie,The Breed,The Breed,0,2001,\N,91,"Action,Horror,Sci-Fi",4.7,2965
tt0265116,movie,Chaos,Chaos,0,2001,\N,109,"Comedy,Crime,Drama",7.0,2499
tt0265144,movie,Offside,Dar Alanda Kisa Paslasmalar,0,2000,\N,120,"Drama,Sport",7.3,3346
tt0265148,movie,Main Prem Ki Diwani Hoon,Main Prem Ki Diwani Hoon,0,2003,\N,197,"Comedy,Drama,Musical",3.8,5134
tt0265171,movie,Elvira's Haunted Hills,Elvira's Haunted Hills,0,2001,\N,90,"Comedy,Horror",5.6,4752
tt0265208,movie,The Girl Next Door,The Girl Next Door,0,2004,\N,109,"Comedy,Drama,Romance",6.7,241440
tt0265232,movie,Once in a Lifetime,Livet är en schlager,0,2000,\N,108,"Comedy,Drama,Music",5.3,2392
tt0265298,movie,Big Fat Liar,Big Fat Liar,0,2002,\N,88,"Adventure,Comedy,Family",5.5,39959
tt0265307,movie,The Man from Elysian Fields,The Man from Elysian Fields,0,2001,\N,106,"Drama,Romance",6.6,4521
tt0265317,movie,Fairy Tale Auto,Meseautó,0,2000,\N,93,"Comedy,Romance",4.5,1029
tt0265343,movie,Monsoon Wedding,Monsoon Wedding,0,2001,\N,114,"Comedy,Drama,Romance",7.3,26745
tt0265349,movie,The Mothman Prophecies,The Mothman Prophecies,0,2002,\N,119,"Drama,Horror,Mystery",6.4,85128
tt0265459,movie,One Hour Photo,One Hour Photo,0,2002,\N,96,"Drama,Thriller",6.8,132262
tt0265591,movie,Pumpkin,Pumpkin,0,2002,\N,113,"Comedy,Drama,Romance",6.1,9584
tt0265632,movie,Recess: School's Out,Recess: School's Out,0,2001,\N,82,"Adventure,Animation,Comedy",6.5,11751
tt0265651,movie,Ripley's Game,Ripley's Game,0,2002,\N,110,"Crime,Drama,Mystery",6.6,19606
tt0265662,movie,The Rookie,The Rookie,0,2002,\N,127,"Drama,Family,Sport",6.9,37394
tt0265666,movie,The Royal Tenenbaums,The Royal Tenenbaums,0,2001,\N,110,"Comedy,Drama",7.6,314449
tt0265691,movie,The Slurb,Das Sams,0,2001,\N,102,"Comedy,Family,Fantasy",5.7,1185
tt0265709,movie,Scenes of the Crime,Scenes of the Crime,0,2001,\N,91,"Action,Drama,Thriller",5.7,2054
tt0265713,movie,"Scotland, Pa.","Scotland, PA",0,2001,\N,104,"Comedy,Crime",6.6,4828
tt0265730,movie,Sethu,Sethu,0,1999,\N,130,"Action,Drama,Romance",8.1,2899
tt0265752,movie,Wolf Girl,Wolf Girl,0,2001,\N,97,"Drama,Fantasy,Horror",5.9,1057
tt0265808,movie,Stealing Harvard,Stealing Harvard,0,2002,\N,85,"Comedy,Crime",5.1,13772
tt0265859,movie,Tempted,Tempted,0,2001,\N,95,Thriller,5.5,1425
tt0265930,movie,The Last Kiss,L'ultimo bacio,0,2001,\N,115,"Comedy,Drama,Romance",6.9,8805
tt0265944,movie,Untold,The Untold,0,2002,\N,86,"Action,Adventure,Horror",3.5,2053
tt0266057,movie,Without Charlie,Without Charlie,0,2001,\N,90,"Comedy,Drama",2.0,1190
tt0266075,movie,Memento Mori,Yeogo goedam II,0,1999,\N,97,"Drama,Horror,Romance",6.3,3634
tt0266260,movie,Arjun,Arjun,0,1985,\N,154,"Action,Crime,Drama",7.2,1124
tt0266288,movie,Azhakiya Ravanan,Azhakiya Ravanan,0,1996,\N,120,"Comedy,Drama",7.4,1014
tt0266308,movie,Battle Royale,Batoru rowaiaru,0,2000,\N,114,"Action,Adventure,Drama",7.5,195278
tt0266391,movie,The Cat's Meow,The Cat's Meow,0,2001,\N,114,"Crime,Drama,Romance",6.4,9000
tt0266408,movie,China Strike Force,Lei ting zhan jing,0,2000,\N,103,"Action,Crime",5.3,1884
tt0266437,movie,Demobbed,DMB,0,2000,\N,85,Comedy,7.4,3225
tt0266452,movie,Death to Smoochy,Death to Smoochy,0,2002,\N,109,"Comedy,Crime,Drama",6.3,42773
tt0266465,movie,A Man Apart,A Man Apart,0,2003,\N,109,"Action,Crime,Drama",6.0,49527
tt0266489,movie,Duplex,Duplex,0,2003,\N,89,Comedy,5.9,62441
tt0266519,movie,Everything for a Reason,Everything for a Reason,0,2000,\N,89,"Comedy,Romance",6.1,1553
tt0266543,movie,Finding Nemo,Finding Nemo,0,2003,\N,100,"Adventure,Animation,Comedy",8.2,1119031
tt0266555,movie,Freeze Me,Furîzu mî,0,2000,\N,101,"Drama,Thriller",6.2,1899
tt0266697,movie,Kill Bill: Vol. 1,Kill Bill: Vol. 1,0,2003,\N,111,"Action,Crime,Thriller",8.2,1202235
tt0266747,movie,Marci X,Marci X,0,2003,\N,84,"Comedy,Music",3.0,5500
tt0266821,movie,Peculiarities of the National Hunt in the Winter,Osobennosti natsionalnoy okhoty v zimniy period,0,2000,\N,98,Comedy,6.4,1695
tt0266875,movie,Raat,Raat,0,1992,\N,127,Horror,7.0,1316
tt0266915,movie,Rush Hour 2,Rush Hour 2,0,2001,\N,90,"Action,Comedy,Crime",6.7,240908
tt0266971,movie,The Slaughter Rule,The Slaughter Rule,0,2002,\N,112,"Drama,Sport",5.9,2671
tt0266987,movie,Spy Game,Spy Game,0,2001,\N,126,"Action,Crime,Thriller",7.1,167720
tt0267116,movie,Wild Zero,Wild Zero,0,1999,\N,98,"Comedy,Horror,Music",6.3,3824
tt0267129,movie,Yamakasi,Yamakasi - Les samouraïs des temps modernes,0,2001,\N,90,"Action,Crime,Drama",6.1,13190
tt0267248,movie,Abandon,Abandon,0,2002,\N,99,"Drama,Mystery,Romance",4.8,10192
tt0267261,movie,Black Angel,Senso '45,0,2002,\N,128,"Drama,Romance,Thriller",5.0,2220
tt0267277,movie,Ashi Hi Banwa Banwi,Ashi Hi Banwa Banwi,0,1988,\N,137,Comedy,9.0,1991
tt0267287,movie,Avalon,Avalon,0,2001,\N,107,"Action,Drama,Fantasy",6.4,13736
tt0267351,movie,My Dear Brother,Canim Kardesim,0,1973,\N,85,Drama,8.6,10305
tt0267363,movie,Chandni Bar,Chandni Bar,0,2001,\N,150,"Crime,Drama",7.6,2798
tt0267440,movie,Do You Wanna Know a Secret?,Do You Wanna Know a Secret?,0,2001,\N,90,"Horror,Mystery,Thriller",3.0,1052
tt0267548,movie,Haseena Maan Jaayegi,Haseena Maan Jaayegi,0,1999,\N,147,"Action,Comedy,Romance",6.3,3659
tt0267601,movie,Truth About Demons,The Irrefutable Truth About Demons,0,2000,\N,90,"Fantasy,Horror,Thriller",5.4,1474
tt0267626,movie,K-19: The Widowmaker,K-19: The Widowmaker,0,2002,\N,138,"Drama,History,Thriller",6.7,67677
tt0267804,movie,The One,The One,0,2001,\N,87,"Action,Sci-Fi,Thriller",5.9,96393
tt0267813,movie,Papi Gudia,Papi Gudia,0,1996,\N,130,"Horror,Thriller",2.5,1050
tt0267891,movie,The Ringer,The Ringer,0,2005,\N,94,"Comedy,Sport",5.8,38958
tt0267913,movie,Scooby-Doo,Scooby-Doo,0,2002,\N,86,"Adventure,Comedy,Family",5.3,126405
tt0268126,movie,Adaptation.,Adaptation.,0,2002,\N,115,"Comedy,Drama",7.7,203913
tt0268200,movie,Brigham City,Brigham City,0,2001,\N,119,"Crime,Drama,Mystery",6.7,1608
tt0268219,movie,How I Killed My Father,Comment j'ai tué mon père,0,2001,\N,98,"Drama,Thriller",6.9,1081
tt0268282,movie,The Elm-Chanted Forest,Cudesna suma,0,1986,\N,83,"Adventure,Animation,Family",8.0,1604
tt0268288,movie,Eva & Adam: Four Birthdays and a Fiasco,Eva & Adam - Fyra födelsedagar och ett fiasko,0,2001,\N,100,"Family,Romance",5.4,1820
tt0268303,movie,Festival,Festival,0,2001,\N,95,Drama,4.2,1171
tt0268346,movie,Making Babies,Hans och hennes,0,2001,\N,96,Drama,5.4,1240
tt0268374,movie,The Dog Trick,Hundtricket: The Movie,0,2002,\N,106,"Comedy,Drama,Romance",5.5,3407
tt0268380,movie,Ice Age,Ice Age,0,2002,\N,81,"Adventure,Animation,Comedy",7.5,522398
tt0268397,movie,Jimmy Neutron: Boy Genius,Jimmy Neutron: Boy Genius,0,2001,\N,82,"Action,Adventure,Animation",6.1,38248
tt0268401,movie,Kahin Pyaar Na Ho Jaaye,Kahin Pyaar Na Ho Jaaye,0,2000,\N,159,"Comedy,Drama,Musical",4.4,2546
tt0268437,movie,The Man Who Sued God,The Man Who Sued God,0,2001,\N,97,"Comedy,Drama,Romance",6.4,5263
tt0268579,movie,Ripper,Ripper,0,2001,\N,114,"Horror,Thriller",4.6,3024
tt0268690,movie,13 Conversations About One Thing,Thirteen Conversations About One Thing,0,2001,\N,104,Drama,7.0,11520
tt0268695,movie,The Time Machine,The Time Machine,0,2002,\N,96,"Action,Adventure,Sci-Fi",6.0,130832
tt0268711,movie,Tuno negro,Tuno negro,0,2001,\N,110,"Drama,Horror,Mystery",4.5,1202
tt0268896,movie,Edge of Night,Afti i nyhta menei,0,2000,\N,112,"Drama,Music,Romance",7.2,1452
tt0268978,movie,A Beautiful Mind,A Beautiful Mind,0,2001,\N,135,"Biography,Drama,Mystery",8.2,991852
tt0268995,movie,The Majestic,The Majestic,0,2001,\N,152,"Drama,Romance",6.9,57842
tt0269095,movie,City by the Sea,City by the Sea,0,2002,\N,108,"Crime,Drama,Mystery",6.1,26584
tt0269217,movie,Tears of the Black Tiger,Fah talai jone,0,2000,\N,110,"Action,Comedy,Romance",6.9,2922
tt0269266,movie,Nightmare,Gawi,0,2000,\N,97,"Crime,Horror,Thriller",5.1,1004
tt0269281,movie,Rock My World,Global Heresy,0,2002,\N,106,"Comedy,Drama,Music",6.0,1715
tt0269329,movie,Alias Betty,Betty Fisher et autres histoires,0,2001,\N,103,"Comedy,Crime,Drama",6.8,1644
tt0269341,movie,Two Can Play That Game,Two Can Play That Game,0,2001,\N,90,"Comedy,Romance",6.1,7413
tt0269347,movie,The Hunted,The Hunted,0,2003,\N,94,"Action,Crime,Drama",6.1,51656
tt0269356,movie,Ice Planet,Ice Planet,0,2001,\N,83,"Action,Adventure,Sci-Fi",3.9,1069
tt0269389,movie,Jalla! Jalla!,Jalla! Jalla!,0,2000,\N,88,"Comedy,Drama,Romance",6.8,14740
tt0269410,movie,Jönssonligan spelar högt,Jönssonligan spelar högt,0,2000,\N,92,"Comedy,Crime",4.6,1874
tt0269461,movie,Safe Conduct,Laissez-passer,0,2002,\N,170,"Biography,Drama,History",6.9,1616
tt0269483,movie,Lone Star State of Mind,Lone Star State of Mind,0,2002,\N,88,"Comedy,Crime",6.0,3251
tt0269499,movie,My Wife Is an Actress,Ma femme est une actrice,0,2001,\N,95,"Comedy,Drama,Romance",6.4,3753
tt0269587,movie,Mysterious Object at Noon,Dokfa nai meuman,0,2000,\N,89,"Documentary,Drama,Fantasy",6.7,1739
tt0269604,movie,Naken,Naken,0,2000,\N,94,"Comedy,Fantasy,Romance",5.0,2014
tt0269743,movie,Barking Dogs Never Bite,Flandersui gae,0,2000,\N,110,Comedy,6.9,10424
tt0269746,movie,What Time Is It There?,Ni na bian ji dian,0,2001,\N,116,"Drama,Romance",7.3,5349
tt0269856,movie,Ritual,Shiki-Jitsu,0,2000,\N,128,Drama,7.5,2755
tt0269857,movie,Real Fiction,Shilje sanghwang,0,2000,\N,69,"Crime,Drama",5.9,1526
tt0270053,movie,Vizontele,Vizontele,0,2001,\N,110,"Comedy,Drama",8.0,39064
tt0270197,movie,American Gun,American Gun,0,2002,\N,89,Drama,6.1,1293
tt0270259,movie,The Business of Strangers,The Business of Strangers,0,2001,\N,84,"Drama,Thriller",6.3,3842
tt0270288,movie,Confessions of a Dangerous Mind,Confessions of a Dangerous Mind,0,2002,\N,113,"Biography,Comedy,Crime",7.0,92264
tt0270321,movie,Dr. Babasaheb Ambedkar,Dr. Babasaheb Ambedkar,0,2000,\N,197,"Biography,History",8.8,2764
tt0270480,movie,Mad Love,Juana la Loca,0,2001,\N,115,"Biography,Drama,History",6.5,4068
tt0270560,movie,Our Lips Are Sealed,Our Lips Are Sealed,0,2000,\N,89,"Comedy,Crime,Family",5.1,5187
tt0270688,movie,Teknolust,Teknolust,0,2002,\N,85,"Comedy,Drama,Romance",5.3,1941
tt0270707,movie,The Truth About Charlie,The Truth About Charlie,0,2002,\N,104,"Mystery,Thriller",4.7,11075
tt0270846,movie,Superbabies: Baby Geniuses 2,Superbabies: Baby Geniuses 2,0,2004,\N,88,"Comedy,Family,Sci-Fi",1.5,31718
tt0270891,movie,Costa!,Costa!,0,2001,\N,95,"Comedy,Romance",4.6,2686
tt0270911,movie,Dawg,Bad Boy,0,2002,\N,83,"Comedy,Drama,Romance",4.9,2003
tt0270919,movie,Ditto,Donggam,0,2000,\N,110,"Drama,Romance,Sci-Fi",7.0,2245
tt0270933,movie,Escaflowne: The Movie,Escaflowne,0,2000,\N,98,"Action,Adventure,Animation",6.6,3830
tt0270980,movie,My Boss's Daughter,My Boss's Daughter,0,2003,\N,86,"Comedy,Romance",4.7,30717
tt0271027,movie,Kiss of the Dragon,Kiss of the Dragon,0,2001,\N,98,"Action,Crime,Thriller",6.6,66835
tt0271029,movie,Come Sweet Death,"Komm, süsser Tod",0,2000,\N,107,"Comedy,Mystery,Thriller",7.5,3476
tt0271136,movie,Quicksand,Quicksand,0,2003,\N,95,"Crime,Drama,Thriller",5.2,2777
tt0271200,movie,Soul Assassin,Soul Assassin,0,2001,\N,96,"Action,Crime,Thriller",4.3,1168
tt0271210,movie,R.S.V.P.,R.S.V.P.,0,2002,\N,100,"Comedy,Crime,Thriller",5.0,1191
tt0271211,movie,Stoked: The Rise and Fall of Gator,Stoked: The Rise and Fall of Gator,0,2002,\N,82,"Documentary,Sport",7.2,1152
tt0271219,movie,Tadpole,Tadpole,0,2002,\N,78,"Comedy,Drama,Romance",6.2,6274
tt0271259,movie,Welcome to Collinwood,Welcome to Collinwood,0,2002,\N,86,"Comedy,Crime",6.3,15688
tt0271263,movie,Eight Crazy Nights,Eight Crazy Nights,0,2002,\N,76,"Animation,Comedy,Musical",5.3,25694
tt0271367,movie,Eight Legged Freaks,Eight Legged Freaks,0,2002,\N,99,"Action,Adventure,Comedy",5.5,60456
tt0271383,movie,A Dog's Will,O Auto da Compadecida,0,2000,\N,104,"Comedy,Drama,Fantasy",8.6,17100
tt0271459,movie,Dhruvam,Dhruvam,0,1993,\N,138,"Action,Drama,Thriller",8.1,1959
tt0271543,movie,Hidden Agenda,Hidden Agenda,0,2001,\N,94,"Action,Crime,Mystery",4.5,1317
tt0271545,movie,Hitler,Hitler,0,1996,\N,153,"Action,Comedy,Drama",7.3,1449
tt0271580,movie,Jet Boy,Jet Boy,0,2001,\N,99,Drama,7.1,1542
tt0271582,movie,Joshua,Joshua,0,2002,\N,91,Drama,6.6,2077
tt0271595,movie,The King,The King,0,1995,\N,198,"Action,Thriller",7.6,1673
tt0271648,movie,Mrigaya,Mrigaya,0,1989,\N,142,"Adventure,Drama",8.0,1478
tt0271668,movie,National Security,National Security,0,2003,\N,88,"Action,Comedy,Crime",5.6,54756
tt0271678,movie,No: 20 Madras Mail,No: 20 Madras Mail,0,1990,\N,177,"Comedy,Crime,Drama",7.8,1363
tt0271694,movie,Oru CBI Diary Kurippu,Oru CBI Diary Kurippu,0,1988,\N,137,"Mystery,Thriller",8.1,6417
tt0271748,movie,Raju Chacha,Raju Chacha,0,2000,\N,163,"Action,Comedy,Drama",5.1,2221
tt0271857,movie,Vatsalyam,Vatsalyam,0,1993,\N,156,Drama,8.4,3426
tt0271882,movie,You Stupid Man,You Stupid Man,0,2002,\N,95,"Comedy,Romance",5.7,2636
tt0271885,movie,Zig Zag,Zig Zag,0,2002,\N,101,Drama,5.9,1583
tt0271945,movie,Absolutely Fabulous,Absolument fabuleux,0,2001,\N,105,Comedy,4.6,1029
tt0271946,movie,The Accidental Spy,Dak mo mai sing,0,2001,\N,87,"Action,Comedy,Crime",5.8,18761
tt0271972,movie,Arachnid,Arachnid,0,2001,\N,95,"Action,Adventure,Horror",4.0,3173
tt0272020,movie,The Last Castle,The Last Castle,0,2001,\N,131,"Action,Drama,Thriller",6.9,85602
tt0272118,movie,Haathi Mere Saathi,Haathi Mere Saathi,0,1971,\N,170,"Drama,Family,Musical",6.9,1341
tt0272142,movie,Istanbul Beneath My Wings,Istanbul Kanatlarimin Altinda,0,1996,\N,119,"Adventure,Drama,History",7.0,3876
tt0272147,movie,Vampires: Los Muertos,Vampires: Los Muertos,0,2002,\N,93,"Action,Horror,Thriller",4.5,8084
tt0272152,movie,K-PAX,K-PAX,0,2001,\N,120,"Drama,Mystery,Sci-Fi",7.4,193673
tt0272207,movie,Narc,Narc,0,2002,\N,105,"Crime,Drama,Mystery",7.1,43321
tt0272338,movie,Punch-Drunk Love,Punch-Drunk Love,0,2002,\N,95,"Comedy,Drama,Romance",7.3,178721
tt0272425,movie,Reptile 2001,Yonggary,0,1999,\N,99,"Action,Fantasy,Sci-Fi",2.7,1943
tt0272688,movie,Kasoor,Kasoor,0,2001,\N,151,"Drama,Mystery,Thriller",6.0,1153
tt0272736,movie,Mujhse Dosti Karoge!,Mujhse Dosti Karoge!,0,2002,\N,149,"Comedy,Drama,Family",5.1,6323
tt0273069,movie,The Adversary,L'adversaire,0,2002,\N,129,"Crime,Drama,Mystery",6.7,3988
tt0273108,movie,The Beautiful Country,The Beautiful Country,0,2004,\N,125,Drama,7.4,3980
tt0273148,movie,The Officer's Ward,La chambre des officiers,0,2001,\N,135,"Drama,Romance,War",7.4,1745
tt0273253,movie,Haiku Tunnel,Haiku Tunnel,0,2001,\N,88,Comedy,6.1,1342
tt0273300,movie,Jump Tomorrow,Jump Tomorrow,0,2001,\N,97,"Comedy,Drama,Romance",7.1,1486
tt0273302,movie,Junk,Junk: Shiryô-gari,0,2000,\N,83,Horror,5.5,1205
tt0273326,movie,Truly Human,Et rigtigt menneske,0,2001,\N,95,Drama,6.8,1010
tt0273435,movie,Ararat,Ararat,0,2002,\N,115,"Drama,War",6.3,14807
tt0273452,movie,Bandhan,Bandhan,0,1998,\N,154,"Action,Drama,Romance",4.8,2229
tt0273517,movie,Darkness,Darkness,0,2002,\N,88,Horror,5.4,20401
tt0273689,movie,It's All About Love,It's All About Love,0,2003,\N,106,"Drama,Romance,Sci-Fi",5.3,9887
tt0273718,movie,Commissar Shakespeare,Komser Sekspir,0,2000,\N,113,"Comedy,Drama",5.8,3494
tt0273719,movie,Shake It All About,En kort en lang,0,2001,\N,98,"Comedy,Drama,Romance",6.0,3806
tt0273799,movie,Max Keeble's Big Move,Max Keeble's Big Move,0,2001,\N,86,"Comedy,Crime,Family",5.4,8736
tt0273822,movie,Mockingbird Don't Sing,Mockingbird Don't Sing,0,2001,\N,98,"Biography,Drama",6.4,2264
tt0273833,movie,Mongoland,Mongoland,0,2001,\N,84,"Comedy,Drama,Romance",6.6,1516
tt0273840,movie,Moscow Square,Moszkva tér,0,2001,\N,88,"Comedy,Drama,Romance",7.8,3836
tt0273870,movie,Narasimham,Narasimham,0,2000,\N,175,"Action,Drama",7.6,1931
tt0273923,movie,Orange County,Orange County,0,2002,\N,82,"Comedy,Drama",6.2,52076
tt0273982,movie,Poolhall Junkies,Poolhall Junkies,0,2002,\N,99,"Comedy,Drama,Sport",6.8,10925
tt0274012,movie,Punjabi House,Punjabi House,0,1998,\N,146,"Comedy,Drama,Romance",8.1,2804
tt0274114,movie,Summer in Bethlehem,Summer in Bethlehem,0,1998,\N,143,"Comedy,Drama",7.8,1618
tt0274117,movie,Read My Lips,Sur mes lèvres,0,2001,\N,115,"Crime,Drama,Romance",7.3,16505
tt0274155,movie,Tanguy,Tanguy,0,2001,\N,108,Comedy,6.4,7439
tt0274166,movie,Johnny English,Johnny English,0,2003,\N,87,"Action,Adventure,Comedy",6.3,175143
tt0274309,movie,24 Hour Party People,24 Hour Party People,0,2002,\N,117,"Biography,Comedy,Drama",7.3,39851
tt0274407,movie,Callas Forever,Callas Forever,0,2002,\N,111,"Biography,Drama,Music",6.4,2466
tt0274428,movie,Divine Intervention,Yadon ilaheyya,0,2002,\N,92,"Comedy,Drama,Romance",6.6,3966
tt0274497,movie,The Ignorant Fairies,Le fate ignoranti,0,2001,\N,106,"Drama,Romance",7.3,10088
tt0274558,movie,The Hours,The Hours,0,2002,\N,110,"Drama,Romance",7.5,139901
tt0274604,movie,Kannukkul Nilavu,Kannukkul Nilavu,0,2000,\N,167,"Drama,Mystery,Romance",6.6,1430
tt0274711,movie,People I Know,People I Know,0,2002,\N,100,"Crime,Drama,Mystery",5.4,11786
tt0274716,movie,Sherina's Adventure,Petualangan Sherina,0,2000,\N,112,"Adventure,Comedy,Drama",7.8,1034
tt0274789,movie,Minsaara Kanavu,Minsaara Kanavu,0,1997,\N,153,"Comedy,Drama,Romance",6.7,1365
tt0274812,movie,Secretary,Secretary,0,2002,\N,107,"Comedy,Drama,Romance",6.9,99267
tt0274931,movie,Tarkan,Tarkan,0,1969,\N,81,"Action,Adventure,Comedy",6.6,1930
tt0274932,movie,Tarkan and the Blood of the Vikings,Tarkan: Viking Kani,0,1971,\N,86,"Action,Adventure,Fantasy",6.4,2399
tt0274933,movie,Tarkan: Altin Madalyon,Tarkan: Altin Madalyon,0,1973,\N,82,"Action,Adventure,History",6.3,1684
tt0274934,movie,Tarkan: Gümüs Eyer,Tarkan: Gümüs Eyer,0,1970,\N,75,"Action,Adventure,History",6.4,1542
tt0274935,movie,Tarkan: Güçlü Kahraman Kolsuz Kahraman'a Karsi,Tarkan: Güçlü Kahraman Kolsuz Kahraman'a Karsi,0,1973,\N,82,"Action,Adventure,History",6.6,1438
tt0275022,movie,Crossroads,Crossroads,0,2002,\N,93,"Comedy,Drama,Romance",3.8,44440
tt0275067,movie,Wendigo,Wendigo,0,2001,\N,91,"Horror,Mystery,Thriller",5.1,4753
tt0275083,movie,The Warrior,Musa,0,2001,\N,158,"Action,Drama,History",7.2,11285
