tconst,averageRating,numVotes
tt0285861,7.0,14518
tt0285879,6.1,1392
tt0285906,6.3,1523
tt0285940,6.6,2061
tt0285993,7.7,1109
tt0286009,5.6,2425
tt0286098,5.1,3692
tt0286106,6.8,387841
tt0286112,7.3,89915
tt0286152,6.2,5350
tt0286162,6.5,2894
tt0286179,6.8,4250
tt0286204,6.3,3302
tt0286244,7.7,57252
tt0286261,7.5,11500
tt0286306,5.9,13313
tt0286476,7.4,1848
tt0286478,3.7,1351
tt0286493,6.1,3510
tt0286499,6.7,116947
tt0286502,7.3,1413
tt0286516,7.0,4858
tt0286593,5.8,1908
tt0286594,6.1,3243
tt0286635,6.8,6791
tt0286716,5.6,279472
tt0286751,6.5,25916
tt0286752,5.5,1302
tt0286788,5.8,66764
tt0286797,6.5,2031
tt0286855,6.4,1677
tt0286947,5.9,7129
tt0287015,7.5,1622
tt0287300,8.0,3852
tt0287320,4.6,1123
tt0287322,7.1,1138
tt0287425,6.0,2020
tt0287457,7.1,1517
tt0287467,7.9,117810
tt0287471,7.1,3560
tt0287497,2.9,1440
tt0287537,6.0,1827
tt0287635,5.8,9409
tt0287645,6.9,1639
tt0287717,5.3,74130
tt0287733,4.9,1441
tt0287803,7.5,7121
tt0287934,6.7,2417
tt0287963,6.0,5413
tt0287978,5.3,229899
tt0287986,5.2,2516
tt0288045,5.2,44099
tt0288243,3.5,1955
tt0288263,6.6,1076
tt0288330,7.5,3764
tt0288439,7.7,13161
tt0288477,5.6,109588
tt0288491,7.1,1578
tt0288569,6.7,1954
tt0288861,7.1,4982
tt0288869,5.7,1205
tt0289043,7.5,449571
tt0289054,6.7,2859
tt0289080,7.4,1772
tt0289181,7.5,6252
tt0289195,5.9,1270
tt0289229,7.0,3893
tt0289320,7.3,2367
tt0289408,6.5,11076
tt0289424,5.8,2448
tt0289432,6.9,2374
tt0289616,4.4,1076
tt0289635,6.3,14713
tt0289652,7.0,1450
tt0289668,6.0,1116
tt0289765,7.2,292340
tt0289782,7.9,1182
tt0289845,5.8,1829
tt0289848,5.9,89749
tt0289879,7.6,523467
tt0289889,6.1,4347
tt0289893,7.6,1345
tt0289944,6.0,8356
tt0289967,8.4,7711
tt0289968,7.3,9087
tt0289992,7.5,126517
tt0290002,6.3,287993
tt0290015,7.0,1282
tt0290095,5.4,89019
tt0290145,6.6,3714
tt0290210,6.4,8800
tt0290212,4.7,11318
tt0290296,7.4,1750
tt0290326,7.5,3808
tt0290329,6.5,17120
tt0290331,5.9,1711
tt0290332,4.8,7700
tt0290334,7.4,578936
tt0290402,5.9,1993
tt0290661,7.0,6564
tt0290673,7.3,148647
tt0290747,4.1,7067
tt0290820,7.1,1216
tt0290823,6.7,1279
tt0290839,6.0,1336
tt0290879,6.4,1982
tt0290916,6.5,2585
tt0290937,8.4,4812
tt0291003,7.6,7420
tt0291032,7.2,4590
tt0291131,7.0,1376
tt0291172,7.5,10118
tt0291213,6.8,1798
tt0291341,6.4,41972
tt0291350,7.8,32533
tt0291376,7.8,17930
tt0291392,5.6,2698
tt0291395,6.6,1580
tt0291400,7.0,3462
tt0291502,3.6,17983
tt0291507,6.9,1134
tt0291538,6.3,1898
tt0291579,7.1,19573
tt0291832,6.8,3164
tt0291855,8.7,6400
tt0291883,5.8,1317
tt0291905,6.8,1204
tt0291988,7.4,5402
tt0292066,7.1,3044
tt0292174,8.2,3152
tt0292220,7.9,1285
tt0292236,6.0,1344
tt0292242,7.3,5746
tt0292246,8.6,6969
tt0292319,8.1,2032
tt0292332,7.8,1514
tt0292432,7.5,3767
tt0292490,8.1,76088
tt0292506,6.6,142675
tt0292542,7.8,16567
tt0292610,5.4,7853
tt0292644,6.6,53475
tt0292720,6.8,1020
tt0292886,6.3,4752
tt0292963,7.3,112269
tt0293007,7.6,22114
tt0293069,6.3,1444
tt0293088,7.0,2708
tt0293113,6.8,2245
tt0293116,6.1,6114
tt0293124,4.2,1343
tt0293176,5.1,1249
tt0293191,6.3,1203
tt0293271,6.1,3557
tt0293342,6.6,2922
tt0293357,6.6,1024
tt0293416,7.2,22717
tt0293429,6.0,191396
tt0293475,8.0,1043
tt0293478,4.6,1060
tt0293508,7.2,131178
tt0293564,6.2,184599
tt0293608,7.0,1004
tt0293660,4.6,1766
tt0293662,6.8,322590
tt0293664,7.2,1596
tt0293715,8.0,50674
tt0293815,5.8,30337
tt0293832,4.4,1557
tt0293901,6.7,4078
tt0294252,6.1,3441
tt0294264,7.2,3018
tt0294357,6.4,29103
tt0294594,5.6,8821
tt0294662,6.6,5432
tt0294725,4.9,1933
tt0294870,6.8,56040
tt0294939,4.9,2121
tt0295001,6.9,1055
tt0295178,6.2,223815
tt0295192,7.0,1853
tt0295238,6.5,3951
tt0295254,3.4,22786
tt0295289,5.6,18421
tt0295297,7.4,696544
tt0295303,6.8,1328
tt0295362,6.6,1572
tt0295368,6.8,1906
tt0295375,4.6,3275
tt0295427,3.3,27404
tt0295473,4.5,1107
tt0295552,6.3,1786
tt0295578,5.8,1562
tt0295671,7.1,3149
tt0295682,6.7,2800
tt0295700,6.1,132574
tt0295701,5.8,187033
tt0295721,5.8,45834
tt0295725,5.2,2986
tt0295736,4.4,1196
tt0295743,6.7,2152
tt0295876,7.0,1194
tt0296042,7.0,60323
tt0296144,6.9,1018
tt0296166,6.9,8283
tt0296492,6.6,1857
tt0296572,6.6,242904
tt0296574,8.0,16215
tt0296658,7.1,2612
tt0296696,6.3,3515
tt0296711,5.3,1259
tt0296712,6.0,1209
tt0296845,6.4,3442
tt0296881,7.2,2554
tt0296915,7.5,4486
tt0297037,6.5,10304
tt0297132,5.9,1005
tt0297144,6.8,6424
tt0297162,4.6,16821
tt0297181,5.4,53563
tt0297213,7.2,1147
tt0297234,5.6,2056
tt0297241,5.4,2583
tt0297247,7.0,2353
tt0297284,6.3,64424
tt0297389,6.0,1441
tt0297721,7.5,11399
tt0297722,5.7,1085
tt0297741,7.0,4137
tt0297753,6.0,4191
tt0297780,4.7,1236
tt0297821,5.4,1021
tt0297884,7.3,49491
tt0298082,6.4,1940
tt0298130,7.1,377055
tt0298131,6.7,2543
tt0298148,7.3,508349
tt0298203,7.2,323545
tt0298228,7.5,44132
tt0298296,3.9,8623
tt0298337,5.9,6954
tt0298350,8.5,1395
tt0298351,5.6,3218
tt0298388,6.4,4558
tt0298408,6.4,17573
tt0298482,6.1,6138
tt0298491,6.4,3319
tt0298504,6.5,5134
tt0298514,7.1,1591
tt0298744,6.6,15064
tt0298780,7.6,1823
tt0298786,6.5,1517
tt0298798,6.6,2952
tt0298814,5.5,107734
tt0298845,7.7,44364
tt0298856,7.0,7156
tt0298954,7.6,3308
tt0299108,7.5,9178
tt0299117,6.8,17945
tt0299172,5.4,26205
tt0299213,7.1,3069
tt0299458,6.7,11053
tt0299478,7.5,8556
tt0299502,6.9,3864
tt0299556,4.4,1265
tt0299594,6.8,1997
tt0299658,7.2,244250
tt0299854,6.1,1729
tt0299873,6.2,1555
tt0299930,2.6,50895
tt0299937,7.4,3034
tt0299977,7.9,188086
tt0300015,6.8,8014
tt0300028,5.4,2683
tt0300051,6.2,70866
tt0300140,7.8,49683
tt0300214,6.7,11115
tt0300237,6.0,2353
tt0300270,6.7,4340
tt0300471,6.2,112893
tt0300532,5.7,33036
tt0300556,5.6,66109
tt0300620,6.6,8079
tt0300657,3.8,2358
tt0300902,4.2,3354
tt0300922,3.2,2393
tt0300957,7.7,2721
tt0301050,7.3,1207
tt0301082,7.2,1825
tt0301083,7.7,1778
tt0301167,5.6,2809
tt0301181,6.0,7751
tt0301199,7.2,44170
tt0301235,6.8,1727
tt0301245,5.4,1378
tt0301357,7.7,153231
tt0301359,7.9,1082
tt0301390,6.6,2667
tt0301414,7.1,7557
tt0301429,5.9,3598
tt0301470,5.7,71000
tt0301524,6.4,5859
tt0301555,7.9,2908
tt0301563,6.2,1141
tt0301634,8.3,10174
tt0301684,6.1,4741
tt0301727,7.9,12386
tt0301744,4.9,1344
tt0301777,6.0,1445
tt0301848,4.3,1655
tt0301893,4.3,2254
tt0301976,7.0,24342
tt0301978,7.4,8641
tt0301989,5.0,1402
tt0301992,4.2,1598
tt0302282,6.8,1320
tt0302297,4.7,6377
tt0302361,5.9,2315
tt0302436,6.2,3424
tt0302463,6.5,4180
tt0302585,6.8,4502
tt0302640,5.6,103126
tt0302674,6.0,19796
tt0302819,4.7,2939
tt0302886,7.0,244343
tt0302935,4.3,1223
tt0303010,6.3,1231
tt0303017,3.7,1487
tt0303021,5.4,1439
tt0303184,6.9,5237
tt0303243,7.3,4187
tt0303325,7.2,1063
tt0303353,7.3,8000
tt0303356,6.7,5017
tt0303361,6.6,40792
tt0303408,7.1,1870
tt0303661,6.4,1824
tt0303714,6.3,33667
tt0303758,4.3,1065
tt0303780,7.0,1187
tt0303785,5.9,2581
tt0303816,5.6,84106
tt0303830,6.4,2226
tt0303933,5.9,36143
tt0303970,4.7,1532
tt0304120,5.8,2000
tt0304126,7.2,1671
tt0304141,7.9,696124
tt0304166,3.8,1136
tt0304229,6.8,6777
tt0304262,6.9,10072
tt0304327,5.6,1443
tt0304328,6.4,6731
tt0304391,5.4,1107
tt0304415,6.6,91667
tt0304638,6.0,2475
tt0304669,5.7,64076
tt0304678,5.7,3027
tt0304711,5.1,18523
tt0304722,4.2,1939
tt0304808,7.1,3662
tt0304931,5.6,2315
tt0305173,4.8,1681
tt0305206,7.4,52575
tt0305224,6.3,229412
tt0305240,6.7,1177
tt0305357,4.9,133397
tt0305392,6.6,1230
tt0305396,5.4,8246
tt0305499,6.7,1153
tt0305556,4.7,1146
tt0305568,5.7,5590
tt0305583,6.0,1125
tt0305632,3.8,1596
tt0305669,5.6,39355
tt0305711,5.5,74631
tt0305945,4.8,1020
tt0305973,5.6,4594
tt0305999,6.9,2942
tt0306047,5.5,159047
tt0306069,6.1,1520
tt0306097,6.3,1412
tt0306228,5.0,1058
tt0306359,7.3,1025
tt0306432,6.2,1667
tt0306434,7.4,13991
tt0306456,6.1,1158
tt0306519,1.5,1330
tt0306597,7.1,1265
tt0306685,5.8,46922
tt0306734,4.9,12124
tt0306841,5.5,42283
tt0306846,4.4,3430
tt0306855,6.7,2250
tt0306892,5.6,4366
tt0306909,7.1,2378
tt0307034,6.7,1258
tt0307076,5.6,1811
tt0307109,6.8,5117
tt0307116,3.7,1317
tt0307156,5.3,4489
tt0307197,7.9,4523
tt0307213,6.6,10635
tt0307351,6.1,2066
tt0307383,6.4,1050
tt0307385,7.9,2477
tt0307453,6.0,199900
tt0307466,4.5,2013
tt0307479,6.2,86464
tt0307507,6.3,1713
tt0307538,7.2,1075
tt0307541,6.6,1629
tt0307553,4.6,1105
tt0307596,6.7,1258
tt0307681,7.2,1234
tt0307692,2.2,1081
tt0307873,6.6,4129
tt0307901,7.6,185003
tt0307919,5.9,1970
tt0307920,7.7,3182
tt0307987,7.1,155487
tt0308055,7.0,42886
tt0308152,6.5,32459
tt0308208,3.7,21097
tt0308252,5.3,3144
tt0308280,7.9,5210
tt0308347,3.6,1482
tt0308353,4.5,11161
tt0308363,6.6,1097
tt0308379,6.7,35086
tt0308383,6.2,32370
tt0308411,6.5,1908
tt0308443,3.0,1407
tt0308476,7.7,7994
tt0308496,6.5,1062
tt0308506,5.4,22738
tt0308508,7.4,2785
tt0308514,7.3,12016
tt0308595,6.5,1063
tt0308644,7.7,212419
tt0308671,6.7,2083
tt0308772,6.8,2795
tt0308808,7.3,2628
tt0308878,6.6,11904
tt0309047,7.5,5449
tt0309061,7.9,4309
tt0309150,7.5,1735
tt0309291,7.1,4423
tt0309372,5.8,1245
tt0309377,6.4,47934
tt0309530,6.3,44524
tt0309565,7.3,3864
tt0309578,5.1,1070
tt0309593,6.2,183072
tt0309600,6.0,1826
tt0309698,7.3,268857
tt0309725,6.8,1630
tt0309820,6.6,16042
tt0309832,6.3,4553
tt0309872,6.1,1718
tt0309912,7.1,13734
tt0309986,5.4,1470
tt0309987,7.1,132515
tt0309992,6.6,1069
tt0310001,6.9,1622
tt0310149,5.6,3086
tt0310154,7.3,4421
tt0310203,7.1,30866
tt0310254,5.6,3394
tt0310281,7.2,29611
tt0310313,6.3,1149
tt0310357,6.1,20471
tt0310775,7.5,75530
tt0310778,6.7,5169
tt0310793,8.0,149042
tt0310910,6.6,35436
tt0310924,6.4,5674
tt0311041,7.3,1205
tt0311072,7.1,2097
tt0311110,5.5,5253
tt0311113,7.5,239224
tt0311141,6.2,1403
tt0311231,3.6,1207
tt0311289,7.0,101056
tt0311320,7.3,1817
tt0311361,4.9,4627
tt0311429,5.8,184533
tt0311519,7.6,26402
tt0311594,8.8,5662
tt0311648,7.0,22165
tt0311913,7.0,2604
tt0311941,6.0,6225
tt0312004,7.5,146882
tt0312329,5.3,7453
tt0312358,5.1,3959
tt0312409,6.2,1774
tt0312528,4.1,88332
tt0312549,6.8,21965
tt0312700,3.4,7351
tt0312773,7.1,3121
tt0312841,7.7,5925
tt0312843,6.5,22351
tt0312859,8.3,9273
tt0312862,6.2,2081
tt0312886,7.1,1121
tt0312929,6.2,1037
tt0312932,7.4,1707
tt0312941,7.3,1265
tt0313021,6.2,9206
tt0313196,6.7,14455
tt0313250,4.0,1152
tt0313285,5.7,3443
tt0313300,6.2,1639
tt0313443,6.5,66035
tt0313542,7.1,105267
tt0313550,7.3,1477
tt0313573,7.7,3975
tt0313608,5.3,1400
tt0313670,7.4,15825
tt0313724,6.3,4104
tt0313737,6.1,126345
tt0313792,6.3,32779
tt0313844,6.9,1389
tt0313911,5.1,37142
tt0314004,7.8,1010
tt0314006,5.7,1786
tt0314009,7.0,1270
tt0314039,6.1,1113
tt0314063,5.9,21815
tt0314067,8.4,13895
tt0314111,6.6,5537
tt0314121,5.3,3674
tt0314134,1.3,1357
tt0314166,5.9,7864
tt0314170,6.0,1076
tt0314197,6.1,3555
tt0314331,7.6,533187
tt0314353,6.6,131101
tt0314390,6.1,1512
tt0314412,7.4,25895
tt0314431,5.4,7806
tt0314498,5.7,26303
tt0314502,6.0,3330
tt0314524,6.5,5627
tt0314589,4.4,1499
tt0314620,6.1,1608
tt0314630,6.4,3538
tt0314676,5.4,8972
tt0314693,6.7,1747
tt0314725,7.8,3859
tt0314786,5.7,17926
tt0314806,7.7,1119
tt0314942,5.7,1744
tt0315000,5.5,1010
tt0315110,5.1,5120
tt0315152,5.9,1435
tt0315255,9.0,1009
tt0315297,5.3,23164
tt0315327,6.8,436098
tt0315459,5.9,1205
tt0315543,7.5,10984
tt0315632,5.7,1374
tt0315642,7.1,20001
tt0315733,7.6,246451
tt0315775,2.3,3850
tt0315824,4.9,18847
tt0315850,6.8,2163
tt0315870,6.6,1187
tt0315930,6.9,1211
tt0315983,7.5,72908
tt0316023,6.2,1900
tt0316062,5.4,1240
tt0316078,8.2,5074
tt0316187,6.1,1551
tt0316188,7.2,5707
tt0316356,7.4,78616
tt0316396,6.8,80542
tt0316463,7.2,1844
tt0316465,6.9,44185
tt0316494,5.7,1071
tt0316599,6.9,2368
tt0316654,7.5,713806
tt0316732,4.5,45074
tt0316768,4.2,5933
tt0316824,6.0,4584
tt0316829,7.0,1612
tt0317042,5.9,6015
tt0317052,6.3,1247
tt0317132,6.4,12763
tt0317171,6.9,2705
tt0317198,6.0,122948
tt0317219,7.2,474141
tt0317226,7.4,1630
tt0317234,7.1,2838
tt0317248,8.6,805208
tt0317303,5.6,74085
tt0317640,6.1,5099
tt0317648,6.7,85819
tt0317676,2.1,38670
tt0317705,8.0,814807
tt0317740,7.0,390211
tt0317743,7.0,4123
tt0317794,6.8,1113
tt0317842,7.4,2495
tt0317887,7.0,3172
tt0317910,8.1,25122
tt0317919,6.9,392410
tt0317965,7.0,1982
tt0318025,6.8,2580
tt0318028,6.6,1184
tt0318034,7.2,21906
tt0318040,3.2,1647
tt0318049,6.4,1238
tt0318069,7.3,1743
tt0318081,4.2,20559
tt0318155,5.8,40627
tt0318202,7.8,8433
tt0318283,5.5,13929
tt0318292,6.6,3661
tt0318374,6.9,35634
tt0318411,7.7,28540
tt0318462,7.7,104985
tt0318523,7.2,2521
tt0318590,6.9,4237
tt0318605,7.1,1018
tt0318627,6.1,210827
tt0318649,6.1,104062
tt0318725,7.0,4829
tt0318742,6.6,1869
tt0318761,6.5,22032
tt0318819,6.6,1416
tt0318850,5.4,1337
tt0318974,6.0,22405
tt0319020,6.2,9178
tt0319061,8.0,460290
tt0319147,6.5,1258
tt0319237,6.7,1086
tt0319262,6.5,478605
tt0319337,7.4,1253
tt0319343,7.1,311812
tt0319470,6.3,1420
tt0319524,5.6,9972
tt0319531,5.8,9040
tt0319557,7.5,2872
tt0319685,6.7,1262
tt0319728,5.5,4081
tt0319736,8.1,17344
tt0319769,7.5,15453
tt0319829,5.3,5031
tt0319836,8.4,4249
tt0319901,6.7,1355
tt0319917,6.9,1633
tt0320042,7.1,3721
tt0320097,4.2,1576
tt0320159,5.8,1025
tt0320193,7.8,10473
tt0320194,7.5,2647
tt0320244,6.2,17279
tt0320421,7.9,1054
tt0320512,7.7,1879
tt0320661,7.3,318208
tt0320668,6.2,1023
tt0320691,7.0,286435
tt0320736,7.3,1158
tt0321436,5.3,1025
tt0321440,6.1,1162
tt0321442,6.0,4308
tt0321781,6.9,1538
tt0321997,4.1,2483
tt0322023,6.4,2142
tt0322120,5.5,1941
tt0322132,7.0,1184
tt0322259,5.9,299437
tt0322289,6.4,3591
tt0322298,6.7,1455
tt0322330,6.3,153629
tt0322420,7.5,13461
tt0322545,7.1,7638
tt0322589,5.3,47600
tt0322645,7.2,2837
tt0322653,5.5,2501
tt0322659,6.2,5604
tt0322674,7.4,7296
tt0322700,5.1,2002
tt0322725,7.0,2985
tt0322802,6.6,102656
tt0322807,6.4,2247
tt0322824,6.9,4005
tt0322918,6.7,1219
tt0323013,7.8,25686
tt0323033,5.9,24673
tt0323120,6.2,13553
tt0323298,6.7,4684
tt0323443,6.6,2921
tt0323465,4.3,3291
tt0323551,6.2,5251
tt0323571,5.4,2319
tt0323572,4.8,4454
tt0323630,6.1,5312
tt0323633,6.7,3183
tt0323642,6.1,8767
tt0323807,6.4,4461
tt0323808,3.8,2961
tt0323869,6.4,1514
tt0323872,7.3,8681
tt0323939,6.3,13268
tt0323944,7.1,37860
tt0323998,6.9,10482
tt0324015,5.8,2229
tt0324127,5.8,21353
tt0324133,6.7,48498
tt0324197,6.4,11580
tt0324216,6.2,153001
tt0324242,6.1,3934
tt0324554,6.9,58753
tt0324572,6.6,3108
tt0324657,4.9,1041
tt0324952,4.3,1212
tt0325005,5.5,1715
tt0325011,6.9,1387
tt0325055,6.3,11295
tt0325123,6.5,6356
tt0325145,6.8,2882
tt0325191,6.8,1414
tt0325258,5.6,15692
tt0325352,6.4,2127
tt0325537,5.5,21293
tt0325596,6.0,11425
tt0325655,6.6,30148
tt0325675,7.7,6593
tt0325703,5.5,145296
tt0325710,7.8,474038
tt0325713,6.5,1057
tt0325733,6.9,4295
tt0325734,6.8,1373
tt0325761,5.3,1222
tt0325805,7.3,138812
tt0325948,5.7,1056
tt0325968,5.2,1614
tt0325980,8.1,1217841
tt0326036,6.1,1418
tt0326098,8.5,1104
tt0326101,6.5,1069
tt0326143,7.2,1475
tt0326208,7.0,9258
tt0326306,7.6,2097
tt0326429,6.7,7525
tt0326449,7.3,4853
tt0326450,6.9,2820
tt0326576,6.4,3861
tt0326600,4.0,1275
tt0326664,7.0,3487
tt0326716,6.5,1445
tt0326746,5.3,2494
tt0326769,4.7,14163
tt0326828,4.9,1537
tt0326835,6.7,8872
tt0326856,4.8,32398
tt0326900,5.1,4671
tt0326905,6.6,24033
tt0326965,5.5,2140
tt0326977,7.4,15587
tt0326983,2.7,3956
tt0327036,5.4,1790
tt0327056,7.9,488077
tt0327071,5.5,2153
tt0327084,6.7,190517
tt0327137,7.5,62178
tt0327162,5.3,70107
tt0327169,5.5,1197
tt0327227,6.7,1148
tt0327247,5.5,58799
tt0327409,5.1,4749
tt0327419,5.7,1890
tt0327437,5.9,95116
tt0327554,3.4,126242
tt0327597,7.7,265781
tt0327643,3.5,7461
tt0327679,6.3,75420
tt0327753,6.4,2980
tt0327761,6.2,1137
tt0327835,7.6,1684
tt0327850,6.7,143533
tt0327919,7.1,8162
tt0327920,7.4,2216
tt0328031,6.1,4601
tt0328077,6.3,3775
tt0328099,5.2,20958
tt0328107,7.7,392039
tt0328132,6.0,1851
tt0328258,7.0,3497
tt0328316,6.9,1052
tt0328349,7.0,2556
tt0328538,6.8,98774
tt0328589,6.7,60554
tt0328671,4.8,2851
tt0328675,7.1,2143
tt0328720,5.2,2743
tt0328729,5.2,2080
tt0328802,6.9,5939
tt0328828,6.3,217984
tt0328844,7.2,4876
tt0328880,6.9,124678
tt0328955,4.7,2457
tt0328962,6.9,7316
tt0328998,5.5,2161
tt0329028,3.4,42587
tt0329030,5.8,1726
tt0329042,7.1,2022
tt0329083,7.1,2462
tt0329101,5.7,127791
tt0329106,6.6,1554
tt0329111,6.5,3410
tt0329162,5.3,4337
tt0329216,5.7,1592
tt0329297,5.9,1467
tt0329330,7.6,2084
tt0329347,7.1,3832
tt0329354,4.8,2082
tt0329355,6.7,1431
tt0329388,7.3,11642
tt0329393,7.9,4946
tt0329485,7.1,3322
tt0329575,7.3,77037
tt0329584,6.3,1092
tt0329589,3.2,1150
tt0329691,4.1,29577
tt0329717,5.3,39469
tt0329767,6.8,8086
tt0329774,4.5,73813
tt0329794,1.1,1178
tt0330069,7.1,4747
tt0330082,2.3,1521
tt0330099,4.9,16692
tt0330111,5.6,4793
tt0330136,6.3,1116
tt0330217,4.9,1914
tt0330229,7.5,17404
tt0330243,8.0,11915
tt0330373,7.7,685679
tt0330501,6.0,4106
tt0330536,7.4,2336
tt0330602,6.7,6969
tt0330691,4.8,5672
tt0330702,7.0,8531
tt0330793,6.4,171196
tt0330802,7.1,2344
tt0330843,6.8,7811
tt0330904,6.9,5301
tt0330911,7.0,1934
tt0330977,6.0,2060
tt0330994,1.5,9640
tt0331080,7.1,2750
tt0331175,7.1,2500
tt0331216,4.3,1329
tt0331282,6.9,1970
tt0331334,3.5,1011
tt0331338,6.2,1744
tt0331370,7.1,6740
tt0331421,5.2,1158
tt0331468,5.0,24865
tt0331621,7.0,1061
tt0331632,5.2,65306
tt0331639,6.1,5342
tt0331701,6.7,1089
tt0331811,7.1,50219
tt0331834,5.5,1487
tt0331851,5.3,1213
tt0331933,5.4,25415
tt0331952,5.8,14374
tt0331953,5.7,31617
tt0332047,6.2,47947
tt0332136,7.0,33873
tt0332280,7.8,625092
tt0332281,5.3,1584
tt0332285,7.1,3441
tt0332318,3.9,1521
tt0332375,6.7,49179
tt0332379,7.2,333043
tt0332381,6.8,1753
tt0332452,7.3,573749
tt0332605,7.0,2906
tt0332639,7.4,4482
tt0332658,6.8,16633
tt0332712,4.5,3903
tt0332831,6.9,1367
tt0332834,6.5,1005
tt0333074,6.6,2459
tt0333388,8.3,1704
tt0333701,7.3,1923
tt0333764,7.4,4403
tt0333766,7.4,223573
tt0333780,4.8,73189
tt0334226,7.7,1060
tt0334405,7.6,12476
tt0334416,7.8,2740
tt0334482,7.6,1121
tt0334725,7.1,1250
tt0334754,7.1,7635
tt0335013,6.2,6853
tt0335119,6.9,82921
tt0335121,4.8,26540
tt0335245,6.2,109145
tt0335266,7.7,493051
tt0335345,7.2,252168
tt0335351,6.1,1791
tt0335438,6.1,154981
tt0335559,5.6,29500
tt0335563,6.5,23530
tt0336264,7.5,2642
tt0336678,6.8,1516
tt0336910,6.2,1546
tt0337103,5.9,21763
tt0337563,6.3,219053
tt0337573,6.9,9078
tt0337578,7.4,17583
tt0337579,5.7,16033
tt0337585,6.4,1065
tt0337592,5.2,9414
tt0337611,5.6,3189
tt0337631,6.5,1517
tt0337656,5.1,1331
tt0337659,3.9,1006
tt0337674,4.6,1059
tt0337689,4.1,1838
tt0337692,6.0,43387
tt0337697,5.8,41702
tt0337711,5.6,9058
tt0337721,7.3,11410
tt0337741,6.7,129746
tt0337744,3.3,1598
tt0337876,6.3,41250
tt0337879,5.6,4467
tt0337881,5.5,4973
tt0337909,6.9,28115
tt0337910,2.5,1877
tt0337917,5.2,11030
tt0337921,6.5,105732
tt0337930,6.5,3806
tt0337945,4.4,1593
tt0337960,6.7,5255
tt0337961,6.2,5752
tt0337971,6.5,3111
tt0337978,7.1,421880
tt0338013,8.3,1083958
tt0338075,6.0,3807
tt0338077,5.9,13443
tt0338094,5.2,57149
tt0338095,6.7,78315
tt0338096,5.9,29598
tt0338097,6.5,15821
tt0338133,6.8,2027
tt0338135,7.5,30086
tt0338159,5.4,1022
tt0338188,6.5,38468
tt0338216,5.9,21211
tt0338309,7.7,42246
tt0338325,5.7,15723
tt0338337,6.3,113595
tt0338348,6.6,242545
tt0338427,6.3,24728
tt0338459,4.4,66650
tt0338466,5.8,55236
tt0338467,6.0,2319
tt0338477,4.3,1606
tt0338490,7.8,2621
tt0338512,7.0,15958
tt0338526,6.1,286686
tt0338564,8.0,132003
tt0338706,6.5,5228
tt0338751,7.5,385607
tt0338763,4.6,21517
tt0338828,6.0,2833
tt0338949,7.4,2201
tt0338977,6.9,3257
tt0339034,1.9,27042
tt0339071,7.0,1613
tt0339072,4.2,1482
tt0339079,7.0,1468
tt0339091,2.5,1231
tt0339135,6.1,21625
tt0339147,5.6,9551
tt0339149,6.7,1008
tt0339230,6.7,22962
tt0339252,7.8,1296
tt0339291,6.8,221854
tt0339300,5.9,1254
tt0339334,5.2,3743
tt0339357,6.8,1940
tt0339385,5.7,2904
tt0339412,5.6,15175
tt0339419,7.1,4702
tt0339450,7.0,2340
tt0339489,7.0,2522
tt0339525,5.9,1167
tt0339535,8.4,7281
tt0339579,6.4,11626
tt0339642,5.1,2462
tt0339707,7.5,4819
tt0339727,5.8,2001
tt0339736,5.6,3963
tt0339806,6.5,4068
tt0339824,5.4,1418
tt0339827,6.2,1409
tt0339840,5.4,14837
tt0339862,7.0,1124
tt0340012,7.0,12958
tt0340074,7.6,1139
tt0340086,6.8,1271
tt0340110,5.6,3777
tt0340137,5.7,2411
tt0340163,6.5,113714
tt0340285,6.7,1348
tt0340376,6.2,5572
tt0340377,7.6,73782
tt0340468,7.8,8643
tt0340855,7.3,162779
tt0340919,5.6,1023
tt0341266,6.4,4050
tt0341376,6.6,3262
tt0341384,6.4,3539
tt0341455,7.5,2280
tt0341495,5.5,8147
tt0341549,4.9,1084
tt0341555,6.5,6559
tt0341578,6.1,2829
tt0342012,7.6,2136
tt0342143,6.5,1990
tt0342150,7.8,3652
tt0342167,6.2,6184
tt0342172,7.6,27308
tt0342213,6.9,3903
tt0342258,7.0,108373
tt0342272,6.5,10489
tt0342275,7.6,2805
tt0342300,5.9,1172
tt0342492,7.2,24810
tt0342508,4.8,2727
tt0342520,6.4,3311
tt0342636,7.2,4517
tt0342689,2.9,3559
tt0342735,7.2,25267
tt0342771,5.8,2197
tt0342778,6.6,1352
tt0342804,8.3,1769
tt0342835,3.4,1276
tt0342882,6.2,1528
tt0342913,6.4,1037
tt0343095,5.6,3024
tt0343121,7.9,9822
tt0343135,6.0,144197
tt0343168,7.4,3779
tt0343172,6.5,1050
tt0343221,7.6,4619
tt0343426,4.3,1507
tt0343449,4.4,2839
tt0343660,6.8,384737
tt0343663,5.9,7361
tt0343737,6.7,108833
tt0343818,7.1,578530
tt0343996,6.5,9941
tt0344011,6.4,1062
tt0344273,7.0,4025
tt0344510,7.6,76082
tt0344604,6.4,3217
tt0344777,4.1,1600
tt0344854,6.0,41117
tt0345032,7.1,2478
tt0345061,6.1,21163
tt0345074,6.3,8681
tt0345128,7.1,1326
tt0345177,8.3,1548
tt0345185,6.8,1154
tt0345228,6.1,1230
tt0345235,4.6,2515
