tconst,averageRating,numVotes
tt0093779,8.0,452965
tt0093780,6.3,11874
tt0093791,7.1,1077
tt0093793,6.2,12891
tt0093800,5.6,1480
tt0093818,7.4,36494
tt0093822,7.3,151199
tt0093828,6.0,4757
tt0093840,5.8,1148
tt0093843,5.5,1156
tt0093854,4.4,3839
tt0093855,4.3,4594
tt0093857,5.1,15478
tt0093870,7.6,285192
tt0093872,2.4,2120
tt0093873,3.8,2096
tt0093881,5.8,1721
tt0093886,6.6,47862
tt0093894,6.6,169158
tt0093898,5.5,1642
tt0093913,6.6,1545
tt0093936,6.5,37200
tt0093940,6.5,10444
tt0093949,6.3,2439
tt0093964,6.7,1541
tt0093966,5.4,5431
tt0093969,5.5,2454
tt0093970,8.0,2499
tt0093974,3.9,9107
tt0093978,7.4,11147
tt0093980,5.5,1402
tt0093986,5.2,1821
tt0093990,5.3,2937
tt0093991,4.4,2378
tt0093995,5.3,5861
tt0093996,4.7,7496
tt0094006,7.0,34988
tt0094008,6.1,11837
tt0094011,6.7,3811
tt0094012,7.1,208051
tt0094020,5.7,1078
tt0094021,4.8,1478
tt0094025,6.7,28666
tt0094027,7.3,22481
tt0094033,5.1,5561
tt0094035,6.7,18381
tt0094037,4.2,1646
tt0094048,5.6,2793
tt0094056,6.4,3845
tt0094057,5.9,11523
tt0094059,5.1,1157
tt0094061,4.9,1720
tt0094072,6.6,22320
tt0094074,3.7,53004
tt0094076,7.3,1073
tt0094077,3.7,6118
tt0094078,5.4,1168
tt0094082,6.6,11798
tt0094089,7.6,2390
tt0094097,7.3,1113
tt0094105,7.0,1341
tt0094118,3.5,12511
tt0094122,4.4,1391
tt0094137,6.1,58200
tt0094138,7.1,13281
tt0094140,5.3,1215
tt0094142,6.3,40899
tt0094152,4.3,1145
tt0094155,6.6,9833
tt0094169,4.9,1877
tt0094226,7.8,332399
tt0094238,7.1,2549
tt0094242,7.7,1333
tt0094271,2.9,1124
tt0094288,4.7,1607
tt0094291,7.3,165945
tt0094293,5.9,6039
tt0094298,3.3,1151
tt0094315,7.1,5330
tt0094317,6.4,3242
tt0094318,6.2,5958
tt0094320,6.1,3019
tt0094321,4.8,11126
tt0094327,5.0,2013
tt0094331,6.8,3367
tt0094332,6.5,77774
tt0094336,7.5,48200
tt0094347,7.3,2291
tt0094349,6.9,2773
tt0094351,6.4,1108
tt0094357,7.2,11379
tt0094361,4.0,1086
tt0094374,7.1,2052
tt0094375,6.5,1340
tt0094383,4.3,1460
tt0094407,7.4,4366
tt0094590,8.0,2119
tt0094593,5.7,5065
tt0094594,5.7,4019
tt0094596,6.0,1404
tt0094597,5.1,6050
tt0094602,6.0,34832
tt0094606,6.7,17358
tt0094608,7.1,40322
tt0094612,5.5,12679
tt0094620,4.2,2900
tt0094621,7.7,1437
tt0094625,8.0,206690
tt0094627,5.3,3005
tt0094631,6.3,16742
tt0094641,7.4,4265
tt0094642,5.8,4599
tt0094651,6.6,9556
tt0094663,7.2,15115
tt0094667,6.8,4253
tt0094669,6.1,6116
tt0094675,7.4,8455
tt0094678,4.7,6794
tt0094681,7.2,2269
tt0094683,7.6,3186
tt0094701,5.6,4381
tt0094709,6.8,1173
tt0094712,6.5,9623
tt0094713,6.7,2768
tt0094715,7.0,29069
tt0094716,7.3,10748
tt0094721,7.5,343893
tt0094730,5.7,2472
tt0094731,6.3,7050
tt0094737,7.3,241487
tt0094739,6.4,15637
tt0094744,5.1,10191
tt0094746,6.6,16681
tt0094747,7.1,13570
tt0094750,3.8,8286
tt0094752,5.2,2668
tt0094761,6.6,43896
tt0094764,6.3,7618
tt0094765,4.6,1825
tt0094783,6.0,2459
tt0094792,4.9,7234
tt0094793,6.5,13288
tt0094794,5.2,3560
tt0094799,5.7,9036
tt0094812,7.0,59812
tt0094813,4.9,1464
tt0094819,5.9,4400
tt0094824,3.8,16557
tt0094827,5.3,1050
tt0094828,7.3,7423
tt0094834,4.8,3483
tt0094846,5.1,4331
tt0094849,6.8,1524
tt0094850,5.1,3069
tt0094860,6.2,8998
tt0094862,6.7,117787
tt0094868,7.3,4545
tt0094869,6.6,2457
tt0094882,6.1,2579
tt0094884,6.7,7276
tt0094886,5.4,5142
tt0094888,6.9,8493
tt0094889,5.9,92367
tt0094890,5.4,17406
tt0094894,6.7,30027
tt0094897,7.0,1087
tt0094898,7.1,224801
tt0094901,7.2,2742
tt0094910,5.8,5636
tt0094919,5.5,16955
tt0094921,6.9,5016
tt0094923,6.1,1186
tt0094924,6.9,11250
tt0094929,4.8,1583
tt0094933,6.1,11000
tt0094939,7.1,2685
tt0094947,7.5,75446
tt0094959,7.2,1173
tt0094961,6.1,9306
tt0094962,5.0,3426
tt0094963,6.3,49328
tt0094964,7.2,53943
tt0094979,6.0,1283
tt0094980,7.2,4346
tt0094997,4.6,2047
tt0095005,4.8,1042
tt0095012,7.0,2883
tt0095016,8.2,950413
tt0095031,7.4,78588
tt0095037,7.4,5207
tt0095040,7.0,1110
tt0095047,4.7,1662
tt0095050,7.0,3292
tt0095060,4.8,1310
tt0095063,5.6,1490
tt0095082,7.2,22225
tt0095086,7.6,1158
tt0095088,6.6,21017
tt0095107,5.7,12901
tt0095111,7.7,1131
tt0095119,6.2,3472
tt0095120,4.8,1305
tt0095125,5.8,1845
tt0095134,6.2,2044
tt0095145,5.5,3427
tt0095159,7.5,154625
tt0095169,5.9,5186
tt0095174,6.8,58123
tt0095178,5.0,2193
tt0095179,5.2,42679
tt0095188,6.2,25106
tt0095215,5.3,1833
tt0095217,6.8,1972
tt0095222,3.5,1440
tt0095238,5.7,1793
tt0095241,3.5,2352
tt0095243,7.0,29396
tt0095244,7.4,2594
tt0095250,7.5,55320
tt0095253,6.6,51816
tt0095256,4.4,1368
tt0095262,7.3,2065
tt0095270,7.0,23578
tt0095271,5.8,58906
tt0095274,6.6,2337
tt0095276,7.2,1906
tt0095286,5.4,1766
tt0095288,5.7,1542
tt0095294,6.4,56465
tt0095296,5.2,4466
tt0095299,5.2,2037
tt0095302,7.4,5817
tt0095304,5.7,10749
tt0095312,5.3,4015
tt0095316,5.8,2853
tt0095326,4.4,3603
tt0095327,8.5,313441
tt0095333,6.1,2821
tt0095341,7.6,1607
tt0095348,6.6,15067
tt0095357,4.3,1234
tt0095360,7.8,5189
tt0095379,6.1,11266
tt0095382,3.9,5483
tt0095386,6.9,2798
tt0095389,5.8,4129
tt0095403,7.1,22727
tt0095409,4.6,7428
tt0095428,5.5,1322
tt0095441,7.8,2574
tt0095444,6.2,46052
tt0095452,7.3,3396
tt0095454,5.4,1943
tt0095467,8.1,26225
tt0095468,8.0,22522
tt0095473,6.2,1036
tt0095475,7.6,6827
tt0095483,5.5,2038
tt0095484,6.5,8103
tt0095488,6.0,15336
tt0095489,7.4,99458
tt0095491,6.9,2069
tt0095496,5.1,1376
tt0095497,7.5,63537
tt0095511,7.0,1815
tt0095512,7.7,1056
tt0095513,7.1,2198
tt0095515,7.8,2229
tt0095519,6.3,22788
tt0095525,7.0,5388
tt0095530,7.2,1246
tt0095532,5.9,6045
tt0095542,5.9,1120
tt0095560,3.4,14610
tt0095564,6.6,1632
tt0095574,6.9,2173
tt0095579,6.6,1189
tt0095583,6.0,20399
tt0095593,6.2,19913
tt0095599,6.1,4456
tt0095606,7.3,1047
tt0095611,4.1,1373
tt0095613,5.7,1254
tt0095626,5.4,3392
tt0095631,7.5,94876
tt0095638,6.8,6882
tt0095640,5.7,1588
tt0095647,7.8,112001
tt0095649,6.6,2047
tt0095652,6.2,13118
tt0095654,6.0,6770
tt0095655,6.1,18339
tt0095657,8.8,4255
tt0095662,6.1,6385
tt0095665,5.9,1618
tt0095675,7.5,46745
tt0095684,6.0,4258
tt0095687,5.4,27811
tt0095690,6.3,32747
tt0095705,7.6,186355
tt0095709,6.6,4006
tt0095715,7.4,14069
tt0095716,4.4,1014
tt0095719,5.3,3060
tt0095722,4.5,2320
tt0095730,6.1,3680
tt0095736,5.5,3097
tt0095740,5.4,3009
tt0095742,5.6,62082
tt0095756,4.9,2757
tt0095765,8.5,284724
tt0095774,6.2,3445
tt0095776,6.6,53235
tt0095799,5.8,2661
tt0095800,7.7,19166
tt0095801,7.4,15308
tt0095803,5.3,1517
tt0095812,4.3,1378
tt0095827,6.7,1510
tt0095836,6.3,2409
tt0095853,6.3,2296
tt0095863,6.4,16833
tt0095867,4.5,1742
tt0095869,6.9,4104
tt0095871,6.5,5351
tt0095875,6.2,1080
tt0095877,5.3,2172
tt0095878,4.6,1245
tt0095882,4.6,38569
tt0095888,6.5,2453
tt0095889,4.7,20622
tt0095895,7.2,8912
tt0095897,5.9,20056
tt0095903,5.6,1447
tt0095904,5.8,4794
tt0095916,5.7,1526
tt0095922,4.4,1471
tt0095924,5.4,2906
tt0095925,6.2,28080
tt0095927,5.9,9305
tt0095930,4.5,1188
tt0095936,7.4,11351
tt0095942,4.4,1004
tt0095943,7.0,1224
tt0095953,8.0,549385
tt0095956,5.8,140893
tt0095958,6.2,2596
tt0095963,6.1,76494
tt0095975,6.2,3193
tt0095977,4.7,2080
tt0095981,5.4,1357
tt0095984,5.9,1216
tt0095985,4.9,1048
tt0095989,5.2,7697
tt0095990,5.7,21710
tt0095993,6.6,2815
tt0096000,4.4,1379
tt0096003,6.5,2199
tt0096018,7.6,18008
tt0096022,6.2,5524
tt0096028,7.9,10144
tt0096029,6.4,1935
tt0096030,4.8,1277
tt0096037,4.9,3878
tt0096046,5.3,5698
tt0096054,6.1,8099
tt0096061,6.9,116760
tt0096071,6.4,27767
tt0096073,5.8,15735
tt0096087,6.0,3947
tt0096094,5.9,13961
tt0096098,6.8,15027
tt0096101,5.7,26973
tt0096117,4.4,1504
tt0096118,5.5,13459
tt0096119,5.0,9502
tt0096142,4.9,4932
tt0096149,2.1,7411
tt0096152,5.8,2863
tt0096153,4.7,1109
tt0096160,7.1,1059
tt0096161,5.2,1119
tt0096163,7.7,45228
tt0096166,4.8,1033
tt0096171,6.6,4997
tt0096180,6.2,4472
tt0096184,5.9,2606
tt0096189,7.2,1240
tt0096193,5.7,4651
tt0096203,5.9,4162
tt0096211,5.6,2134
tt0096218,6.6,1476
tt0096219,7.2,14681
tt0096223,5.7,4371
tt0096236,6.8,1188
tt0096241,4.0,1155
tt0096244,6.0,34114
tt0096246,4.7,2320
tt0096251,6.9,26150
tt0096252,6.9,2515
tt0096256,7.2,146896
tt0096257,8.0,26171
tt0096259,7.0,4084
tt0096267,4.7,1079
tt0096280,6.1,1690
tt0096282,6.8,1161
tt0096283,8.1,383746
tt0096288,7.9,9751
tt0096289,7.8,7875
tt0096294,5.8,2497
tt0096310,5.5,2467
tt0096316,6.9,22015
tt0096320,6.2,138146
tt0096321,5.2,2286
tt0096324,5.0,6472
tt0096328,7.6,6193
tt0096329,7.8,2025
tt0096332,7.3,38769
tt0096336,7.5,5798
tt0096340,5.0,2084
tt0096344,4.8,3197
tt0096378,5.7,5229
tt0096380,5.9,10628
tt0096386,6.8,4739
tt0096402,5.2,1589
tt0096403,9.0,2413
tt0096409,6.6,4316
tt0096425,5.4,4751
tt0096426,6.1,14151
tt0096438,7.7,218105
tt0096446,7.2,130505
tt0096453,4.3,2398
tt0096454,6.9,11168
tt0096461,7.0,12622
tt0096463,6.8,62798
tt0096464,7.0,1805
tt0096465,5.1,1081
tt0096466,5.1,1017
tt0096486,5.2,9306
tt0096487,6.8,68547
tt0096507,5.7,2098
tt0096511,4.9,5533
tt0096517,6.6,1998
tt0096523,5.8,2359
tt0096734,6.8,84046
tt0096740,7.1,1088
tt0096741,6.4,2797
tt0096744,6.8,1950
tt0096754,7.5,194878
tt0096764,7.1,57095
tt0096769,5.5,2425
tt0096786,3.2,1846
tt0096787,6.7,46484
tt0096794,6.4,32935
tt0096804,3.7,5903
tt0096827,8.3,4585
tt0096841,6.6,1414
tt0096842,6.4,8851
tt0096852,6.4,1116
tt0096863,7.0,2022
tt0096866,6.7,7532
tt0096869,6.3,1126
tt0096870,1.8,14550
tt0096871,6.0,2341
tt0096874,7.8,576242
tt0096875,5.3,4611
tt0096894,8.0,3228
tt0096895,7.5,406225
tt0096908,7.8,6141
tt0096913,6.4,15379
tt0096920,5.2,1555
tt0096921,5.2,1279
tt0096925,6.0,1643
tt0096926,6.2,6216
tt0096928,6.9,142406
tt0096933,6.6,60015
tt0096936,5.1,1190
tt0096943,6.0,4193
tt0096945,6.3,18868
tt0096952,4.7,1360
tt0096953,5.3,1448
tt0096966,7.6,2789
tt0096969,7.2,116666
tt0096976,6.1,1766
tt0096978,4.7,1269
tt0097001,4.1,4064
tt0097004,3.9,1297
tt0097007,6.1,1669
tt0097008,5.0,1140
tt0097027,7.1,48381
tt0097028,5.2,1522
tt0097044,6.5,13905
tt0097045,6.7,2120
tt0097050,6.9,12788
tt0097051,7.3,1321
tt0097053,5.9,1194
tt0097074,6.3,2688
tt0097081,4.6,1751
tt0097095,7.0,1849
tt0097099,8.1,1100
tt0097100,5.5,7630
tt0097106,7.1,5828
tt0097108,7.5,41994
tt0097109,5.4,1533
tt0097116,6.4,5159
tt0097123,7.8,60966
tt0097125,5.7,4661
tt0097131,6.6,1188
tt0097136,4.5,5976
tt0097138,5.0,34461
tt0097142,6.3,5300
tt0097162,6.8,43953
tt0097165,8.1,551258
tt0097166,6.1,4514
tt0097174,2.8,2356
tt0097179,5.3,13330
tt0097182,5.7,1076
tt0097195,7.4,1455
tt0097202,7.7,51272
tt0097211,6.2,2588
tt0097216,8.0,113229
tt0097223,8.1,32831
tt0097228,6.1,1551
tt0097235,6.5,16445
tt0097236,5.7,7881
tt0097239,7.3,118056
tt0097240,7.2,40993
tt0097243,7.0,6259
tt0097244,7.2,6436
tt0097253,7.5,1546
tt0097257,5.5,25332
tt0097262,6.2,3281
tt0097263,5.3,1812
tt0097276,6.6,2596
tt0097289,6.1,14513
tt0097292,6.4,1241
tt0097314,4.9,2737
tt0097322,6.9,25949
tt0097328,5.7,13875
tt0097332,5.5,2354
tt0097334,6.2,3144
tt0097336,6.5,9189
tt0097351,7.5,129095
tt0097364,4.3,1291
tt0097365,3.7,1707
tt0097366,6.1,23406
tt0097368,5.1,24821
tt0097371,4.0,1421
tt0097372,8.1,6589
tt0097373,5.6,2646
tt0097383,6.3,1702
tt0097388,4.5,43392
tt0097390,5.9,14354
tt0097408,6.3,1306
tt0097409,7.3,1583
tt0097410,5.3,1079
tt0097416,7.1,2160
tt0097428,6.6,226427
tt0097437,8.3,2898
tt0097438,6.2,9104
tt0097441,7.8,145321
tt0097443,6.8,18119
tt0097444,6.5,6908
tt0097455,5.1,2328
tt0097457,6.3,18938
tt0097458,6.2,4121
tt0097474,4.9,47301
tt0097478,5.9,2147
tt0097481,6.1,24942
tt0097487,6.7,1224
tt0097493,7.2,116821
tt0097498,3.6,1799
tt0097499,7.5,31777
tt0097500,5.8,7831
tt0097503,5.9,1933
tt0097521,5.3,2041
tt0097523,6.4,167257
tt0097527,5.1,4687
tt0097530,5.7,2398
tt0097531,6.8,6651
tt0097534,4.4,2986
tt0097539,7.1,1824
tt0097550,5.4,1588
tt0097557,5.9,3755
tt0097561,6.9,2973
tt0097567,6.0,1764
tt0097570,5.9,3146
tt0097573,4.7,1807
tt0097576,8.2,814881
tt0097579,6.5,7692
tt0097584,7.0,1490
tt0097607,6.4,6542
tt0097613,5.5,9206
tt0097618,6.6,1180
tt0097626,6.1,11073
tt0097630,2.5,1455
tt0097635,7.5,7565
tt0097636,5.9,4023
tt0097637,6.1,35739
tt0097647,5.3,69547
tt0097659,6.4,61361
tt0097662,6.3,5745
tt0097670,5.5,3894
tt0097676,6.7,2064
tt0097694,7.8,3993
tt0097702,7.0,1067
tt0097714,6.8,7020
tt0097722,7.4,23072
tt0097727,7.4,1614
tt0097728,7.0,8553
tt0097731,6.8,6903
tt0097733,7.3,189923
tt0097737,5.8,24038
tt0097742,6.7,112526
tt0097756,5.2,1353
tt0097757,7.6,292420
tt0097758,6.0,14276
tt0097769,5.6,1676
tt0097770,6.4,46656
tt0097775,5.7,3017
tt0097778,5.9,87154
tt0097781,2.7,1396
tt0097782,5.9,1079
tt0097790,6.0,8855
tt0097814,7.8,167215
tt0097815,7.2,77011
tt0097839,6.8,1535
tt0097841,7.3,2415
tt0097843,7.7,1971
tt0097851,8.2,1664
tt0097858,6.6,22278
tt0097870,7.3,1230
tt0097871,6.7,1159
tt0097872,6.1,2219
tt0097874,4.0,1118
tt0097880,6.0,6599
tt0097883,5.7,7000
tt0097884,7.2,3438
tt0097889,7.0,12509
tt0097891,6.1,1189
tt0097892,6.1,2366
tt0097904,7.5,7160
tt0097910,5.0,5761
tt0097911,4.8,3815
tt0097937,7.8,80178
tt0097938,4.5,1366
tt0097940,7.5,30982
tt0097942,5.7,1487
tt0097958,7.5,220934
tt0097965,6.4,19824
tt0097967,5.9,12676
tt0097971,5.0,1257
tt0097981,5.0,51034
tt0097982,4.8,1307
tt0097987,4.4,7025
tt0097991,5.1,2127
tt0097995,6.9,2818
tt0098014,4.5,1121
tt0098019,6.9,5496
tt0098022,5.8,2121
tt0098040,5.8,2766
tt0098048,2.4,2067
tt0098051,6.4,11560
tt0098052,5.1,1156
tt0098055,7.1,3073
tt0098061,6.6,6308
tt0098063,5.5,4751
tt0098067,7.1,55190
tt0098068,6.1,8646
tt0098073,5.7,2066
tt0098084,6.5,115711
tt0098087,6.8,2336
tt0098089,5.3,2266
tt0098090,5.5,4544
tt0098093,5.1,2109
tt0098097,5.3,12400
tt0098105,4.4,33331
tt0098112,7.2,1915
tt0098115,6.4,6354
tt0098136,4.6,2597
tt0098141,5.6,25966
tt0098147,6.7,1095
tt0098155,7.4,1051
tt0098156,2.7,3797
tt0098157,4.8,2054
tt0098160,6.0,2191
tt0098165,6.3,1723
tt0098168,6.7,2943
tt0098175,7.3,1428
tt0098180,5.2,9847
tt0098184,5.9,1884
tt0098188,5.4,3970
tt0098189,7.3,1463
tt0098193,4.6,6350
tt0098194,5.9,3936
tt0098205,4.4,1534
tt0098206,6.7,102794
tt0098213,7.5,27571
tt0098214,8.0,2056
tt0098219,7.1,2463
tt0098220,6.9,1826
tt0098224,5.7,1101
tt0098230,4.8,1482
tt0098238,7.6,1865
tt0098251,4.6,1197
tt0098252,7.3,1166
tt0098253,7.5,23530
tt0098257,4.4,1844
tt0098258,7.3,96524
tt0098260,6.4,5545
tt0098261,5.9,1444
tt0098273,6.8,45132
tt0098276,4.3,1495
tt0098282,6.8,58832
tt0098283,5.8,1039
tt0098300,6.4,4938
tt0098308,5.4,4924
tt0098309,5.7,19246
tt0098319,7.2,8967
tt0098320,5.5,17787
tt0098321,4.3,1930
tt0098327,7.6,17270
tt0098328,6.8,3365
tt0098333,4.3,1868
tt0098343,6.1,5167
tt0098347,5.6,1127
tt0098350,4.7,3101
tt0098354,6.5,22129
tt0098356,5.7,3884
tt0098360,7.1,13074
tt0098368,6.6,1584
tt0098369,4.5,3719
tt0098375,4.8,3026
tt0098382,5.5,64494
tt0098384,7.3,63578
tt0098385,5.6,4886
tt0098407,5.3,1428
tt0098412,6.1,3532
tt0098415,6.0,1229
tt0098435,2.6,1819
tt0098436,6.2,4997
tt0098437,7.6,8748
tt0098439,6.4,114141
tt0098442,6.5,1822
tt0098453,6.0,10580
tt0098454,4.7,1567
tt0098465,7.5,1316
tt0098471,6.2,12804
tt0098486,6.4,2874
tt0098491,5.1,1027
tt0098502,4.3,5298
tt0098503,5.0,7441
tt0098513,6.8,2806
tt0098519,5.9,11515
tt0098520,6.7,3032
tt0098524,6.7,5482
tt0098532,7.5,11824
tt0098536,6.2,76697
tt0098544,5.7,1256
tt0098546,6.9,31726
tt0098554,7.1,108585
tt0098559,8.0,1140
tt0098573,8.3,7192
tt0098575,7.0,14351
tt0098577,6.1,21290
tt0098596,7.5,2128
tt0098598,7.3,1294
tt0098600,4.7,1081
tt0098606,6.3,3329
tt0098621,6.8,57654
tt0098622,6.2,19091
tt0098625,6.1,24777
tt0098627,6.4,63382
tt0098635,7.7,244165
tt0098645,5.9,17868
tt0098649,4.0,2400
tt0098658,6.8,1041
tt0098659,6.2,1677
tt0098662,4.5,1309
tt0098663,6.1,16649
tt0098678,5.7,1944
tt0098691,5.9,3687
tt0098692,6.7,9755
tt0098694,7.2,1689
tt0098724,7.2,59786
tt0098725,6.7,5421
tt0098961,5.4,1045
tt0098966,5.5,26841
tt0098967,6.8,7554
tt0098987,6.4,19315
tt0098994,6.5,4237
tt0098999,7.6,9477
tt0099005,5.8,30681
tt0099012,6.6,15462
tt0099014,6.4,1069
tt0099018,5.6,5006
tt0099026,5.9,4227
tt0099028,7.8,1016
tt0099040,7.4,8760
tt0099043,8.2,3190
tt0099044,5.9,44729
tt0099052,6.5,76235
tt0099053,6.3,1647
tt0099073,7.2,6809
tt0099077,7.8,159796
tt0099080,5.8,1840
tt0099088,7.4,483613
tt0099091,6.3,10960
tt0099108,5.4,5746
tt0099128,5.6,3994
tt0099136,5.7,1448
tt0099138,6.8,1483
tt0099141,6.0,48120
tt0099142,5.7,1867
tt0099143,6.0,2039
tt0099151,5.4,1486
tt0099160,5.8,17915
tt0099165,5.6,26861
tt0099166,6.2,1284
tt0099172,7.9,1335
tt0099173,5.9,5479
tt0099180,6.2,17715
tt0099187,4.4,1188
tt0099204,5.7,15788
tt0099242,6.3,2440
tt0099253,5.9,58105
tt0099260,5.3,1549
tt0099266,7.6,5695
tt0099271,4.6,1017
tt0099273,6.6,2647
tt0099277,5.9,8764
tt0099291,6.7,3111
tt0099292,6.3,6456
tt0099293,5.8,1635
tt0099310,6.7,2666
tt0099312,4.4,1618
tt0099316,6.0,4989
tt0099327,5.8,1177
tt0099329,6.5,65133
tt0099334,7.5,26079
tt0099348,8.0,292731
tt0099364,4.9,2947
tt0099365,6.4,70183
tt0099371,6.1,96904
tt0099377,6.5,2706
tt0099381,4.7,1263
tt0099384,5.2,3675
tt0099385,5.7,20945
tt0099388,3.7,1091
tt0099395,5.2,2427
tt0099397,5.6,1185
tt0099399,4.9,8200
tt0099401,4.8,3302
tt0099409,5.4,8520
tt0099422,6.2,66048
tt0099423,7.1,384668
tt0099426,7.5,11724
tt0099429,6.6,5716
tt0099436,7.0,1069
tt0099441,5.0,1894
tt0099450,5.7,3276
tt0099460,5.7,2175
tt0099472,6.8,28796
tt0099479,6.1,1507
tt0099484,5.5,4290
tt0099487,7.9,526619
tt0099492,7.7,2767
tt0099496,4.2,1803
tt0099512,5.4,10133
tt0099520,5.1,1385
tt0099524,4.1,3704
tt0099528,6.5,39236
tt0099545,5.8,1633
tt0099546,4.9,1229
tt0099558,7.2,22809
tt0099564,3.9,1109
tt0099566,7.3,6817
tt0099575,4.7,7238
tt0099578,5.7,4929
tt0099581,6.2,5775
tt0099582,6.5,93930
tt0099587,5.8,7784
tt0099595,3.9,1893
tt0099606,5.5,1994
tt0099611,6.2,13683
tt0099612,5.4,4187
tt0099615,6.5,22146
tt0099623,4.8,1584
tt0099624,3.3,1192
tt0099629,6.5,1057
tt0099634,6.4,1140
tt0099636,4.8,2689
tt0099637,5.5,3812
tt0099652,7.7,5086
tt0099653,7.1,237615
tt0099654,4.4,8475
tt0099656,2.2,2951
tt0099664,5.0,1014
tt0099669,7.6,7093
tt0099673,6.5,1055
tt0099674,7.6,426101
tt0099685,8.7,1265635
tt0099691,4.9,8877
tt0099697,5.0,12719
tt0099699,6.3,25938
tt0099700,6.4,113385
tt0099701,4.7,2804
tt0099703,6.9,30708
tt0099704,5.4,1118
tt0099710,5.4,6440
tt0099720,4.4,1527
tt0099726,6.7,23721
tt0099729,7.9,7274
tt0099731,6.0,10803
tt0099733,5.6,2645
tt0099739,5.8,32532
tt0099740,5.9,16516
tt0099743,4.4,1032
tt0099747,6.1,8558
tt0099750,5.5,4038
tt0099753,6.8,1151
tt0099762,6.3,14243
tt0099763,7.0,40716
tt0099768,6.9,4648
tt0099776,7.6,17557
tt0099785,7.7,655828
tt0099797,6.4,13650
tt0099800,6.5,16797
tt0099810,7.5,215921
tt0099812,5.7,3950
tt0099816,6.5,3169
tt0099817,6.1,14139
tt0099818,7.2,7698
tt0099819,6.4,15630
tt0099825,2.0,1161
tt0099832,5.7,1510
tt0099850,6.5,22825
tt0099856,4.3,3661
tt0099871,7.4,118588
tt0099878,5.5,5735
tt0099892,5.9,39966
tt0099902,7.6,9056
tt0099935,3.7,1712
tt0099938,6.2,163562
tt0099939,6.9,42493
tt0099949,7.4,1613
tt0099951,6.6,9088
tt0099969,3.4,1191
tt0099978,3.5,2634
tt0099991,5.8,1661
tt0099994,5.0,19508
tt0100003,4.9,1168
tt0100014,5.7,1111
tt0100024,7.4,11356
tt0100029,6.2,40083
tt0100031,5.9,2350
tt0100046,7.3,4896
tt0100047,6.4,1168
tt0100049,7.6,6174
tt0100050,4.7,48985
tt0100053,4.9,5238
tt0100054,6.4,33838
tt0100065,5.7,1495
tt0100070,4.6,1138
tt0100079,5.2,1409
tt0100083,6.0,1189
tt0100087,5.4,3674
tt0100095,7.3,13137
tt0100107,5.9,8733
tt0100112,7.1,10412
tt0100114,5.9,24475
tt0100129,5.5,2637
tt0100133,6.9,30684
tt0100134,6.6,2759
tt0100135,5.9,27099
tt0100140,6.7,36166
tt0100142,7.3,12466
tt0100143,6.4,10252
tt0100148,5.1,1155
tt0100150,7.7,142609
tt0100151,7.6,3261
tt0100152,5.2,2931
tt0100156,5.5,2226
tt0100157,7.8,237394
tt0100161,5.9,2822
tt0100168,6.7,13730
tt0100196,7.1,4301
tt0100200,6.6,3505
tt0100201,6.4,13327
tt0100211,7.3,8755
tt0100212,6.2,22617
tt0100224,6.6,10456
tt0100232,5.5,18094
tt0100234,8.2,23294
tt0100240,5.1,27630
tt0100258,6.8,45716
tt0100260,6.5,26587
tt0100261,5.0,2238
tt0100263,7.3,76865
tt0100264,5.7,1150
tt0100265,3.6,1566
tt0100266,5.2,1077
tt0100274,6.5,1607
tt0100280,6.0,9019
tt0100281,6.8,2669
tt0100301,6.0,3372
tt0100303,6.1,3064
tt0100318,6.4,22953
tt0100332,8.2,17879
tt0100337,7.4,1224
tt0100339,7.0,5668
tt0100369,6.0,5514
tt0100389,7.1,1008
tt0100395,6.7,19527
tt0100403,6.3,183766
tt0100404,6.9,46571
tt0100405,7.1,367135
tt0100419,5.5,33180
tt0100436,7.2,31330
tt0100442,6.6,7052
tt0100449,6.8,22300
tt0100456,5.8,1527
tt0100469,6.7,9406
tt0100470,7.5,2272
tt0100475,4.8,9974
tt0100477,6.8,47563
tt0100485,6.2,20748
tt0100486,7.2,18993
tt0100491,7.0,4915
tt0100496,6.2,2235
tt0100502,5.8,93742
tt0100504,4.6,1317
tt0100506,5.2,1245
tt0100507,5.4,151268
tt0100508,7.0,1067
tt0100514,5.9,29469
tt0100519,7.3,23954
tt0100530,6.1,17659
tt0100536,6.7,1221
tt0100557,7.3,2772
tt0100581,6.1,3434
tt0100586,5.1,1347
tt0100589,5.0,2556
tt0100594,6.7,13799
tt0100600,5.8,1011
tt0100602,6.6,5900
tt0100604,6.4,2705
tt0100608,5.5,1513
tt0100611,5.4,3007
tt0100613,5.5,2409
tt0100623,6.4,2816
tt0100625,6.9,4006
tt0100631,5.1,4172
tt0100639,4.5,3475
tt0100645,4.5,1301
tt0100649,4.1,2102
tt0100663,4.8,2387
tt0100665,2.4,3944
tt0100666,5.3,3958
tt0100680,6.3,8571
tt0100681,7.7,4466
tt0100685,7.2,24960
tt0100688,5.2,1176
tt0100691,6.1,2864
tt0100699,7.0,1049
tt0100732,7.3,1044
tt0100740,6.2,19465
tt0100747,7.1,3741
tt0100757,7.3,2006
tt0100758,6.8,105396
tt0100777,7.3,1793
tt0100791,7.2,2933
tt0100802,7.5,356499
tt0100814,7.1,151573
tt0100816,6.5,2300
